user_id,age,income_bucket,tenure_months,tx_count_30d,avg_tx_amount,digital_activity_score,has_child,is_salary_client,product_credit_card,product_mortgage,product_deposit,product_investment,product_insurance,product_p2p_transfer,product_cashback,product_premium_account,product_business_loan
fcc1aa31d7,25,1,38,16.0,80.92147713234448,0.07973990887607478,True,False,0,0,1,0,0,0,1,0,0
a34fed28c6,29,1,83,13.0,96.17190787709234,0.4394895592823375,True,True,1,1,1,1,1,0,1,1,0
f5689e75f5,63,3,97,13.0,490.33831416325796,0.3919997218426772,False,True,0,0,1,1,0,1,1,0,1
493bf47183,65,0,23,17.0,34.89194041154808,0.5726208877834815,True,False,0,0,0,0,0,0,0,1,0
69b2e4030b,27,3,60,15.0,8.42623868470877,0.7074032707554734,False,True,1,1,0,1,1,0,0,1,1
a4b0c6b9aa,32,0,70,20.0,105.7783896722335,0.6284891462729523,False,False,0,0,1,0,1,1,1,1,0
fe5b8412f1,70,0,11,15.0,60.25771538640939,0.0856058265625423,False,True,0,0,0,1,0,1,1,0,0
9276251c3c,41,3,11,10.0,179.2951378131028,0.2634885962771501,False,False,1,1,1,0,1,1,0,1,1
6783aaf2d6,43,3,63,9.0,57.85123829009115,0.3503265901826947,True,False,1,0,0,1,0,0,1,0,1
bacfe94708,64,0,25,13.0,68.73852494391592,0.6299011220938774,False,True,0,0,0,0,0,1,1,1,0
e8646dafa4,59,0,115,7.0,13.31210720174511,0.32916361839827757,False,True,1,1,0,1,1,0,0,0,0
515132f957,70,3,26,13.0,64.57605948504002,0.2057752317869698,False,True,1,1,0,1,1,1,1,1,1
ed925e781e,56,1,119,19.0,36.62984223919046,0.15693562741740932,False,False,0,1,1,0,0,0,1,1,0
3f6f57444e,20,0,22,18.0,39.29379349364752,0.3803759582604813,False,True,0,0,1,0,0,1,0,0,1
383ccfefb2,19,1,60,18.0,74.43598279893541,0.07163384628955097,True,False,0,1,1,0,1,1,0,0,0
dfeae9ba6f,23,2,39,21.0,72.7964393286376,0.16527961132279745,False,False,0,0,0,0,0,1,0,1,1
356b2b15c4,38,3,50,14.0,48.538812021391074,0.2759623731730626,True,False,0,1,0,1,1,0,0,1,1
70bbe46e71,26,0,115,14.0,79.09733978543714,0.36275560931119777,True,False,0,1,0,0,1,1,0,0,0
70425408d4,27,1,100,17.0,36.65778710208488,0.37892695711967306,False,False,0,1,1,0,0,0,0,0,1
e5a25a5df0,53,1,31,19.0,42.5328574891698,0.35821115074061505,False,True,1,0,0,1,0,1,1,0,1
0b2807f8df,20,2,51,13.0,52.167217708719356,0.4066156996921354,False,True,0,0,1,0,1,1,0,0,1
e75d1c7793,58,2,82,11.0,152.9319370430074,0.2035499063110532,True,False,0,1,1,0,1,0,0,1,1
4a327fffcc,41,1,82,16.0,55.08719504443082,0.4889800144099371,False,False,0,0,0,0,0,1,1,1,0
75bfa84bc6,39,0,110,25.0,60.90762057949125,0.6183281965622242,False,False,0,0,1,0,0,0,1,0,0
56acbc797d,66,1,47,18.0,53.20065935616462,0.18386227830541899,False,True,1,0,1,1,0,1,0,0,1
7f58bb3fd8,31,1,67,17.0,28.871843217243732,0.4294783060279088,False,True,1,0,0,0,1,1,1,0,0
c4cda21cc0,59,0,5,18.0,19.872651995128383,0.2118360576779978,False,False,0,1,1,1,0,0,1,0,0
e2b9cfb28d,62,3,44,17.0,44.101824588878245,0.2880989441118922,False,False,0,1,0,1,0,1,1,1,0
c30c06d7cb,61,1,27,13.0,41.58962482147263,0.07059697042632494,False,False,0,1,0,0,0,1,1,1,0
a792ed3302,44,3,96,21.0,50.50596020114277,0.24399149927605024,True,False,1,0,0,0,1,0,1,1,1
fba18db7c9,50,1,25,14.0,130.95477750072118,0.6764938432601431,True,False,0,0,0,1,1,1,0,1,0
a7331e8662,39,3,59,12.0,45.25289629307054,0.3675475814714978,False,False,1,1,0,1,1,1,0,1,0
ad18794b4e,46,0,5,15.0,68.46393242795462,0.2775974833237306,True,False,1,1,0,0,1,0,1,1,1
7118089d05,36,0,115,16.0,70.30929939708636,0.41481092992097574,True,True,1,0,1,1,0,0,0,0,0
07cd78b5d1,36,0,117,12.0,8.379881778166446,0.18615559122397565,False,True,0,0,0,0,1,1,0,0,1
3bb7ae3085,23,2,7,12.0,35.901924135671074,0.2986163496191583,False,False,1,0,1,1,0,0,1,1,1
db3439c1fc,62,1,0,12.0,67.10717162522809,0.2866969117556782,False,False,1,0,1,0,0,0,1,0,1
d7da03a0d3,36,3,8,12.0,64.38313299417474,0.2914195578309943,True,False,1,1,1,0,0,0,1,1,0
bd2daf1777,30,2,28,16.0,256.41660112009737,0.1951194805415424,False,True,1,0,0,1,1,0,0,0,1
e2f3ba2123,43,2,81,14.0,60.57372304736526,0.2703230892095503,False,False,0,0,1,1,1,0,0,1,0
c116ca0eaa,39,1,15,13.0,83.3171919286436,0.32540146992276237,False,False,0,0,0,1,0,1,0,0,0
b845843ee8,38,1,23,14.0,99.35190948589134,0.19847168270659235,True,False,0,1,1,0,0,0,1,0,0
9b98e9f751,53,0,18,10.0,26.238442154643728,0.27028725574780643,False,True,0,0,1,1,0,1,0,1,0
8a97e81c3d,19,1,88,11.0,142.23401907585327,0.039878787070325224,True,False,0,1,0,1,1,1,1,0,1
d44709e49a,64,0,113,16.0,31.029275655037736,0.44987367522532595,False,True,1,0,0,0,0,1,0,1,0
cf4b9bcac1,61,3,47,9.0,25.085291977666103,0.09266698490044165,True,True,0,1,1,1,0,0,0,1,0
2f3b6b912e,47,3,59,15.0,185.7147882002385,0.5839452187083289,False,True,1,1,0,1,1,0,1,1,1
74e986cbbb,44,2,78,18.0,54.57157407236782,0.3703182646334841,False,False,0,0,1,1,0,1,0,1,1
5527b28d42,24,1,13,16.0,207.60914163057745,0.3537663921962719,False,False,0,0,0,1,1,1,0,1,0
e3825f4de1,37,1,82,15.0,101.77282226433736,0.6338426824097982,True,False,1,1,0,0,1,1,1,0,1
952d8ddbbe,67,1,21,16.0,158.10178326119475,0.4169872071661326,True,False,1,1,1,0,0,1,1,0,0
84d4e647f0,48,2,113,20.0,12.882201817826129,0.32443949125075866,False,False,0,0,1,0,0,1,1,0,1
1e2e3bcb74,40,0,2,12.0,61.83311643212051,0.7654913792962568,True,False,0,1,1,0,1,1,0,0,0
8bdf38aaa0,30,2,33,6.0,107.3001054698907,0.20897497368899629,False,True,1,0,0,1,0,1,1,0,1
5c0b675837,34,3,111,19.0,57.05108682599846,0.12572352998301908,False,False,1,0,1,0,1,0,0,1,0
04e63f00d9,21,2,52,14.0,65.01249191232921,0.09773989342476713,True,True,1,1,1,1,1,1,1,1,1
80ca443ee2,31,0,13,14.0,19.858699055194425,0.25305151844419066,True,True,0,1,0,1,0,1,1,1,1
7a3c8692ca,37,1,75,9.0,38.89619876264373,0.46301063681731036,True,False,0,1,0,0,1,0,1,0,0
f3c71fe5e9,30,2,22,19.0,23.532210951878586,0.5582019034963963,False,False,0,0,1,0,0,0,1,0,1
b60e16d5bb,20,3,91,12.0,88.02242044919056,0.31471226398370805,False,True,1,0,0,1,1,1,1,1,0
45849ca450,43,3,11,10.0,166.31115646624232,0.2527020431457899,False,False,1,0,0,0,1,0,0,1,1
2b25bc99a0,43,3,43,23.0,23.623447800154466,0.23206666867708314,True,False,0,1,1,1,1,1,0,0,0
1b8b3c51bb,35,3,68,11.0,30.080640894349404,0.23729896276133083,False,True,1,1,0,1,1,1,1,0,1
2d801aae8a,49,1,117,20.0,35.28635128206297,0.32147028067327016,True,True,1,1,0,0,0,0,0,0,0
0998ef708d,31,0,100,8.0,23.32368888374047,0.12475295340578815,False,False,0,0,0,1,0,1,0,0,0
d432c43990,64,1,99,16.0,62.49369086027549,0.4258051792383911,True,True,1,1,1,0,0,1,0,1,0
a543d62479,20,2,31,24.0,39.01172000761823,0.2196390470169504,False,True,1,0,1,0,1,1,0,1,0
50c5c28132,18,1,84,12.0,218.38737932829028,0.18696166663533398,True,False,1,1,1,0,1,0,1,0,0
b184cf73b3,43,0,30,23.0,59.81505999843087,0.11970968789469606,False,True,1,0,1,1,1,0,0,0,0
9215632dad,41,2,39,16.0,48.70365459887779,0.4643314727115809,False,True,0,0,0,0,1,0,1,1,1
0c83d2ab08,66,0,39,16.0,47.57055826908374,0.7609262142631465,False,True,0,0,1,0,0,0,0,0,0
2a805afc18,52,2,53,34.0,92.4235232609195,0.001501504952259739,False,False,0,0,1,0,0,1,0,0,1
e746a7da5a,31,0,40,11.0,161.4847828979028,0.6215029385797396,False,False,1,1,0,0,0,1,0,0,1
d6d5dcff6f,20,3,110,14.0,227.83416835611544,0.25716409074907937,False,False,0,0,1,1,1,0,0,0,1
b3c7cf7cac,30,3,49,12.0,54.039799010425305,0.37528318697074536,False,True,1,1,1,0,0,1,0,1,1
75b34f515d,64,3,95,15.0,38.054178136441024,0.4324742094896138,False,False,1,0,1,0,1,0,0,0,1
d6c1e9d43e,67,2,24,14.0,46.33102338072924,0.5787568476497531,False,True,1,1,1,1,0,0,0,0,1
4de6a1e963,31,2,2,6.0,70.23452731666264,0.08526631389530322,False,False,1,0,0,1,1,0,1,1,1
7c8ee56270,38,0,25,16.0,100.41829506908454,0.1897986409372605,False,False,0,0,0,0,0,1,0,0,0
d24dd13bfb,43,2,39,12.0,67.76908864497354,0.546412831716936,False,False,0,1,0,1,1,1,1,1,1
af5b96c6d8,20,2,64,19.0,85.14992325937271,0.10099652975605199,True,True,1,1,0,0,1,0,1,1,1
726839f315,68,0,1,13.0,245.28780352698024,0.3012472283264028,False,True,0,0,1,1,0,0,1,0,1
52b536686f,57,2,17,15.0,166.69135216787643,0.3268939584149848,False,False,1,1,0,1,0,0,0,0,0
08ec725e38,21,1,60,21.0,29.47971335884706,0.3452488945701636,True,True,0,0,0,1,1,0,1,1,1
334a75c57f,53,1,107,23.0,208.1480692639985,0.22942757122962731,False,True,1,0,0,1,0,1,1,1,1
da49b42686,68,0,33,9.0,168.45999922994844,0.17757474529447925,False,False,0,1,0,0,1,1,1,0,0
de11140400,60,2,10,18.0,32.23225860850328,0.14513621799415738,False,False,1,0,1,1,0,1,0,0,0
611a77c634,18,3,89,21.0,61.226483866421326,0.4134739704669141,False,True,1,0,1,1,0,1,0,1,1
702b45ab66,57,2,14,17.0,47.06792493428577,0.34429719228991784,False,False,0,1,0,0,0,0,1,1,1
729f4a0c2d,64,1,23,16.0,43.99220342849801,0.5443194406138329,False,True,1,0,1,0,0,1,1,1,0
ca5b9f8e05,50,3,91,14.0,152.73018670252836,0.23559642867411545,False,True,0,1,1,1,0,1,1,1,1
023a803005,24,1,38,22.0,16.175301498208345,0.46244614991600763,False,False,0,1,1,0,0,0,1,1,1
45f9658dd5,70,1,41,11.0,149.40819271531004,0.5797108340689542,False,False,0,0,1,1,0,1,1,0,1
41446e1a75,69,3,46,15.0,74.54839380121722,0.21414896607995923,True,True,0,1,1,1,1,0,1,1,1
6482a509ef,69,2,35,18.0,70.60782841159758,0.16179992886259603,False,False,0,1,1,0,1,0,1,0,1
76c2f9e466,28,2,12,16.0,84.25492712173613,0.08827812844736978,True,True,1,1,1,1,1,0,1,0,0
0235bf17c9,44,0,70,16.0,72.58230720204614,0.30027330703812455,False,True,1,0,0,0,0,1,1,0,1
fdd0e64517,31,0,47,15.0,46.998205606101465,0.3745811278808404,False,False,0,0,0,1,1,0,0,1,0
c932470d38,39,0,76,8.0,107.61598614899751,0.014281007148070287,False,False,0,1,1,0,1,1,0,0,1
6e7b833ecc,33,2,35,12.0,89.83554563610735,0.04617707441593966,False,True,0,0,1,1,1,1,0,1,1
f9a517b3b3,63,1,82,18.0,53.669373724454026,0.34581208967817484,False,False,0,1,0,0,1,1,1,0,1
295648f833,29,0,39,14.0,65.71551662726343,0.2462026649784413,True,True,1,1,0,1,0,1,0,0,1
5d6e1300a3,66,0,83,17.0,35.736521077888135,0.24842153748657655,True,False,1,1,1,1,1,1,1,0,0
d4c921e1e9,63,2,5,20.0,142.77201044059797,0.3796085924085418,False,False,0,0,0,1,1,0,0,1,1
aec8f93d21,27,1,38,18.0,26.80899452028808,0.4205748204365309,True,False,1,1,1,0,1,0,1,1,1
7676fa581f,41,3,107,14.0,54.594832415357686,0.04978805625003349,True,True,1,1,0,0,1,0,1,1,0
88ac868407,63,1,49,10.0,93.50375199187098,0.5851602450414086,True,False,1,0,0,0,1,0,1,1,1
793213e64e,35,3,70,18.0,33.65870593329025,0.20659483288563185,False,False,1,0,0,0,1,0,1,1,1
d9727cb98d,39,2,82,15.0,22.806410975665656,0.2847312428396677,True,True,0,1,1,0,1,0,0,0,0
631766c87d,26,2,0,16.0,65.67593995657269,0.1476644796075452,False,True,1,0,0,1,1,0,1,0,0
e3d4f54427,34,0,60,10.0,19.020721813379197,0.2548669397053615,True,False,1,1,1,0,1,0,0,0,1
536a56aab3,55,2,19,13.0,39.82809323387357,0.22226653949515265,False,False,1,0,1,1,0,1,0,0,0
f2b888d9c5,57,0,94,12.0,103.0089085567164,0.09626242856237698,False,True,1,1,0,0,0,0,1,1,0
d646c6eb56,30,2,49,16.0,31.0169458212305,0.4347260959256825,False,False,0,0,0,0,0,1,0,1,0
7cfe413302,67,1,111,12.0,189.19119879374583,0.39031426614600095,True,True,1,0,1,0,1,0,1,0,1
ec03df2053,54,1,19,15.0,258.13904138569006,0.06764413040212419,True,False,0,0,0,0,0,1,0,0,0
8f6b216941,23,1,16,21.0,11.646624183333453,0.21750783001778767,False,True,0,0,1,0,1,0,0,0,0
0159a3dd4e,38,3,90,14.0,42.58058409251309,0.3652557520807087,True,False,0,1,1,1,1,1,0,1,0
be9db87655,68,0,61,11.0,12.26640672013228,0.5853442949390201,False,False,1,0,0,0,0,1,0,1,0
6d1107b827,53,0,115,16.0,105.74787793016935,0.1482478905602622,False,False,0,0,0,0,0,1,1,0,0
7c21825c47,24,2,11,21.0,62.40882389816157,0.12797117939753255,False,False,1,1,0,1,0,0,1,1,1
3ffcedbdb7,53,2,42,11.0,85.55293063156795,0.42465706716484575,False,True,1,1,0,1,1,0,0,1,0
03c3875bf4,42,1,109,16.0,118.85228640765622,0.15189932656510008,False,True,0,1,1,0,1,0,0,0,1
65d633d775,28,1,91,14.0,26.750541975278818,0.039314723581924865,False,False,0,1,0,0,0,0,0,0,0
500f45fa55,61,0,77,21.0,51.57431321848183,0.3646192648048331,False,True,1,0,1,1,0,1,0,0,1
49ca95d440,31,0,44,14.0,26.748819067816097,0.15563237856299575,True,True,0,0,0,1,0,1,1,0,1
333fde834c,62,0,106,7.0,9.362465497481844,0.32696982586370654,True,False,0,1,0,1,0,1,0,0,0
0d56189fdd,46,3,4,17.0,44.32625802765323,0.3036345203236864,False,True,1,0,0,1,0,0,0,1,1
6d7e4ce744,27,0,81,13.0,105.86342923530452,0.2954166328829265,True,True,1,1,0,0,1,1,1,1,0
649e076f2e,67,1,20,16.0,68.4241413765195,0.5738842736617475,True,False,1,1,1,0,0,0,1,1,1
9b9f817073,65,3,89,12.0,6.365530590050491,0.15856322112871712,True,False,1,1,1,1,0,1,1,0,0
15e9c95743,22,3,32,17.0,34.504490345010396,0.19313847860820052,True,True,0,1,0,1,1,1,0,1,1
6396564989,25,0,75,17.0,29.61568250244807,0.30854843672875004,True,True,0,0,1,0,1,0,0,0,0
6136d3462d,63,2,46,12.0,55.11408686369981,0.23151310800146688,False,True,0,0,0,0,0,0,1,0,1
04c21a40e5,22,2,118,15.0,55.61212475734298,0.39828056809240026,False,False,0,0,0,0,0,0,1,1,0
9a2d575c75,41,0,85,13.0,35.81609245923839,0.41840453738942435,True,False,1,0,0,1,1,0,0,0,0
493775ac3f,57,2,92,16.0,133.9923546070289,0.18109374839185152,True,False,1,1,0,0,1,1,0,1,0
89bba6bd89,43,3,30,17.0,55.439123929856365,0.12719733234952965,True,True,1,1,0,1,1,0,0,0,1
a796896b22,23,1,93,18.0,103.56875452265363,0.0816751888332228,True,True,0,1,0,1,0,0,0,0,1
fa633fbc61,33,1,19,14.0,94.64791350170687,0.12480120460847748,True,False,0,1,1,0,1,0,0,0,1
cb69212986,53,2,0,13.0,69.09378614626813,0.23652187491727403,False,True,1,1,0,1,0,1,1,1,1
c7376ee5e1,29,2,13,12.0,72.2663675821508,0.40626790640908333,False,False,0,0,0,1,0,0,1,1,1
f51a9d8336,28,2,38,12.0,22.58551840787753,0.37525540591325546,False,True,0,1,1,0,0,0,0,0,0
ae14540d6b,20,0,70,9.0,46.93205504630871,0.03738132752850968,True,False,0,1,0,1,1,0,1,0,1
7c5aadd7dd,61,3,74,19.0,72.81778773489188,0.23113851542776012,True,True,1,1,0,1,0,1,1,1,1
f8f357e9c7,54,3,108,16.0,158.86721992587744,0.08548541746188161,False,False,0,1,0,0,1,1,0,0,0
5c0ce377e2,23,0,41,16.0,81.02191466205826,0.1974210905484153,False,False,0,0,1,0,0,0,1,0,0
f718f62a72,36,0,19,16.0,80.52832598781853,0.571914360739355,False,False,0,0,1,0,1,0,1,1,0
df31054ffd,35,2,86,20.0,54.13597058562806,0.30376997412913903,False,False,0,1,0,1,0,1,0,1,1
992705b5f6,33,1,60,15.0,227.67712835054917,0.39278909042605165,False,False,0,0,1,0,0,0,0,1,1
35da6b10b0,40,3,35,11.0,69.3234137397897,0.2922540500067668,False,False,0,1,1,1,0,1,1,1,0
a2d34a1cdf,60,1,53,14.0,33.20774562207962,0.17024938928233616,True,True,1,0,0,0,0,1,1,0,1
d9b243db49,54,2,65,20.0,70.35084173688593,0.18496135580999562,False,False,1,0,1,1,0,0,0,1,1
04910c6c59,26,2,76,21.0,89.97020756076634,0.5801536890628354,True,False,1,1,0,1,1,1,1,1,1
a4040c000a,20,2,28,11.0,40.61003417510778,0.1950552351232781,True,True,0,1,1,1,1,0,1,1,0
4163c07643,25,2,36,22.0,141.1824173716718,0.29039797206592605,False,False,0,1,1,1,1,0,1,1,0
b0c112b264,55,2,42,15.0,37.88172006661008,0.09683951097288443,False,False,0,1,0,0,0,0,0,0,1
2be7824109,21,0,49,15.0,254.62439390004647,0.08772887107460559,False,True,1,0,1,0,0,1,1,1,1
bd6849cc03,29,3,62,13.0,39.75869958574128,0.3329721895109206,False,True,1,0,1,1,1,0,1,1,1
7a2188c71c,61,1,12,14.0,14.539642239695853,0.21651995972837065,True,True,1,1,0,0,0,1,1,1,0
7aa49c546b,48,1,26,14.0,19.316317728200005,0.10073022556142425,False,True,0,0,0,0,0,0,0,0,0
beb0c8bc7b,42,2,109,10.0,44.28937165272192,0.2854417311044857,False,False,0,1,0,1,0,0,0,0,1
4577ef94f1,70,1,99,12.0,30.06114106222781,0.4131965166179095,False,True,1,0,1,1,0,1,1,0,0
91b12957ac,33,2,22,15.0,183.92432239109806,0.2639286470629619,False,False,0,0,1,1,1,0,0,1,0
9852905b4b,59,1,65,13.0,111.94977945463697,0.23745062934766462,True,True,0,1,1,0,1,0,0,1,1
e3c531fb5f,31,1,114,12.0,236.483137109028,0.48762351521144065,True,True,1,0,0,1,1,1,1,0,0
eb1b03e519,30,1,7,17.0,128.29686173048614,0.31140477756002916,True,True,1,1,0,1,1,0,1,0,0
d4fa1b5063,58,0,113,21.0,102.30727381206115,0.24790280539067858,False,False,0,0,1,0,1,1,1,1,1
5a65216d2a,24,3,77,9.0,108.44395077390024,0.5552105091446023,False,True,1,0,1,1,0,1,1,0,0
f38ade9d1e,29,2,17,13.0,31.80164949780044,0.2563801992676902,False,True,0,0,0,1,0,0,0,0,1
6c729c4f2f,54,1,71,19.0,82.97417016354632,0.26944071083062227,True,True,0,1,1,0,0,0,0,1,1
c6e7b887b8,67,2,112,9.0,21.72477699705522,0.2054347729118381,False,True,0,1,1,0,0,0,0,1,1
36bef2d84f,21,3,64,20.0,76.11291572712472,0.14938347299450433,False,False,1,0,1,0,0,1,0,1,0
69355ea1ba,19,1,87,20.0,547.9039903283789,0.3284095580867654,False,False,1,0,1,0,1,0,0,1,0
d54ce86e5d,52,1,24,22.0,30.829592226603083,0.46062345167755353,True,True,1,1,1,0,1,1,0,0,0
3a602e61ad,61,1,76,11.0,71.83735608457005,0.12231741187030863,True,True,1,1,0,1,1,0,0,0,1
213808e553,20,1,82,14.0,75.40727114220792,0.34070000385663923,True,True,1,1,0,1,1,0,0,0,0
7a36ea5678,21,3,25,11.0,44.550417764732025,0.37207468014926237,False,True,0,1,1,1,1,0,0,1,0
1a9893da1b,55,2,14,19.0,9.13418464700211,0.3359778130088812,False,False,0,1,1,0,0,1,1,1,0
4e72b7f5cc,29,0,42,26.0,45.50454177389291,0.48979333399510033,False,False,0,0,0,0,0,1,1,0,1
a5f0fc3bf2,36,3,18,21.0,60.03197734372644,0.27762097545414816,True,False,0,1,0,1,0,0,1,0,1
32bc82ff7b,27,2,49,6.0,62.62436189787609,0.36511858945479114,False,True,1,1,1,1,0,1,0,1,1
1e28a27771,18,3,71,14.0,147.11506247569454,0.48320444152435554,False,True,1,1,1,1,0,1,1,1,1
19d85d9d22,34,2,16,11.0,43.05206472795388,0.32537269737775326,False,True,1,0,1,0,0,1,1,1,0
97f2513392,33,2,38,5.0,229.0416993387725,0.26997364490092907,True,False,0,1,0,0,0,0,0,1,1
fdca3d0955,26,1,21,16.0,31.77287308158473,0.3478614799626956,True,True,1,1,1,0,1,1,0,0,1
8df2e5a579,70,1,109,20.0,147.1166622905794,0.2342669526481199,False,True,0,0,0,0,0,0,1,0,1
08ad626d72,26,1,99,17.0,56.302578455954425,0.07623267457432613,False,False,0,1,0,0,0,0,0,1,1
411eea169a,26,3,32,25.0,74.99992290092078,0.4502944449624332,False,True,1,0,1,1,0,0,0,1,0
74295e4b99,29,0,34,12.0,125.09424736224797,0.2715107827275286,False,True,1,0,1,0,0,0,0,1,0
2e70be4ab5,58,2,90,16.0,13.020928757188,0.475235107975258,False,False,1,1,1,1,0,1,0,1,0
015429b73c,32,0,80,18.0,28.736907659912603,0.11398901566496904,False,False,0,0,1,1,1,0,0,0,1
875fcb7403,19,3,11,18.0,49.20243845337033,0.4328290740165558,True,True,0,1,1,1,1,1,1,0,0
8116242210,28,2,87,12.0,6.509554531937595,0.11569787428451875,True,True,1,0,0,0,1,0,1,1,0
d5534a9381,28,3,109,24.0,42.44077730008801,0.32442157992593146,True,True,1,1,1,1,1,0,0,1,1
b332b69903,25,2,64,22.0,51.79251584349594,0.566058875460556,True,False,1,1,0,0,1,1,1,0,0
9e45b2057f,49,3,15,17.0,23.166481743604503,0.05242569639324455,True,True,0,1,0,0,1,0,0,0,1
4c5ec2f6ba,23,2,39,17.0,23.47748069618811,0.13016184858141197,False,True,0,1,1,1,0,0,1,0,1
0d60913b2e,70,1,40,16.0,58.16889289526158,0.2219433551708602,False,True,1,0,1,0,1,1,0,1,1
6169193ad5,37,1,44,18.0,50.18495677302983,0.15628222716639736,False,False,0,0,0,0,0,1,0,0,0
2247aabe96,56,0,25,8.0,26.189105532683953,0.25870252781115494,True,True,0,1,1,0,0,0,0,1,0
c6e1ba398d,52,1,118,15.0,184.60120173063225,0.27472196392966974,False,False,0,0,0,0,0,0,1,0,0
81bb1ba21a,25,3,61,14.0,91.81497654345355,0.09162413681547157,False,False,1,0,1,0,1,0,1,0,0
fe5e1d0bf2,67,2,66,9.0,50.987993630248006,0.5520765828133152,True,False,1,0,1,1,1,0,1,1,1
038486d0c6,66,3,24,9.0,40.895494807738636,0.37344753742802705,True,False,0,1,0,0,1,1,1,1,1
4c4034da32,60,1,44,15.0,37.53668784217795,0.33176507913487785,False,False,0,0,1,1,1,1,1,1,1
fa9b9098eb,51,1,111,12.0,58.895594130416214,0.19538231384928334,False,True,0,1,1,1,1,1,0,0,0
bb119a54d0,70,0,87,17.0,170.66882648919707,0.5419432416669724,False,False,0,0,1,1,0,0,0,0,0
01c56dfc45,36,2,60,15.0,20.235716626007072,0.3939437193899097,True,True,1,1,0,0,0,0,1,1,1
ec58d76ba8,24,2,117,17.0,194.2294862741285,0.33378954332686506,False,False,0,1,0,0,0,1,1,1,0
a0e8b049cc,48,2,21,17.0,84.2465058413995,0.2063021269625516,False,True,1,0,1,1,0,1,0,1,0
1d415c7002,35,0,35,11.0,36.13378216871963,0.21028377689325145,False,False,0,0,0,1,0,0,1,0,0
2c8f3740ca,57,1,27,12.0,128.9758146597635,0.4145408028422509,False,False,0,1,1,0,1,0,1,1,0
2640c58e68,31,2,36,11.0,7.928447384488728,0.20468211842948203,True,False,1,1,0,0,0,0,0,0,0
2633e2caa9,56,2,49,10.0,28.611316297010074,0.25801219863900615,False,False,1,0,0,1,0,0,1,0,0
af576200ec,70,1,86,11.0,60.756264857593386,0.03438459943365288,False,False,0,0,0,1,0,0,0,0,1
376e8ba954,53,1,20,15.0,77.61703410781544,0.08733019940555066,False,True,0,1,1,0,0,1,0,1,1
089f95e4d2,34,1,30,14.0,68.6987678082928,0.18414806480262005,False,False,1,0,1,0,1,0,0,0,0
ecdf64164a,54,0,52,14.0,126.43693400056534,0.2506386001510239,True,False,0,0,0,0,1,0,1,0,1
7a2613ed7c,61,2,52,16.0,192.8458815327421,0.32076261240489223,False,True,1,1,1,0,1,0,0,0,1
560475ef99,26,2,29,15.0,206.78625737937602,0.3248097042557686,False,False,0,0,1,1,1,0,0,1,0
fc5b804e46,37,1,67,14.0,78.80793478895242,0.3145615262402397,False,True,0,1,0,1,1,1,0,1,1
991a7cb210,62,2,97,20.0,35.06267331546729,0.3240796807864753,True,False,1,1,1,1,1,0,1,0,1
d16ec281ac,45,1,23,9.0,62.34994698778916,0.4272804719632636,False,False,0,0,1,1,1,1,1,1,1
6492e0f44e,67,2,109,15.0,198.22888135874112,0.4383382311128376,False,True,1,0,1,0,1,0,0,1,0
58beda8612,37,1,79,17.0,41.13013163233764,0.13908993103441855,False,False,0,0,0,0,0,1,0,0,0
93d46271d7,58,3,16,13.0,87.17002697014647,0.22109385413891777,False,False,0,1,1,0,1,1,0,1,0
7a10a62324,53,2,109,13.0,17.247959048604528,0.2504170369956623,False,True,1,0,1,0,1,0,1,1,1
f2c0a8f893,70,0,27,14.0,24.24374406107216,0.09630696252658354,True,True,0,1,1,1,0,0,1,0,0
d80b53fd71,44,3,104,13.0,35.103513738866454,0.3447508801926449,False,False,1,1,1,1,1,1,1,1,1
3c35ea3bc0,25,2,39,15.0,58.74028403934442,0.09666679133667215,True,True,0,0,0,1,1,0,0,0,1
d69f89a7ba,49,0,84,10.0,93.05357727758096,0.08836935751534473,False,False,0,0,1,1,1,0,0,1,0
ebdb851bd8,18,0,29,9.0,50.85620121251405,0.21150510504612682,False,True,0,0,1,0,0,0,1,0,0
ab901dfb14,34,0,34,13.0,33.71333845413732,0.22827558375100068,False,False,0,0,0,0,1,0,0,0,1
a9a08c5637,26,3,18,16.0,21.880164267315244,0.44003292317470866,False,False,0,0,0,1,1,1,1,1,0
01162b7fbe,37,1,119,10.0,11.45254869094741,0.2969187295608897,False,False,0,0,1,0,1,1,0,0,1
9c7c665480,62,2,80,21.0,51.56523225603036,0.45908617033049626,False,False,1,1,0,1,0,1,1,1,1
b14a9cb001,49,2,50,11.0,47.658604795383084,0.8628347583722616,True,False,1,1,1,0,1,1,1,0,1
2674b2fd72,19,2,67,19.0,36.23902977577712,0.3462376525407554,True,False,1,1,1,1,1,1,0,1,1
16afa9bfe0,49,3,79,10.0,23.825934666411147,0.3069836429312378,False,False,1,0,1,0,1,1,1,0,0
c08805fe55,62,2,117,11.0,105.19980218431576,0.17912308386047965,False,False,1,0,0,0,0,0,1,0,1
2d3e402490,26,1,6,18.0,18.18522943795281,0.17402292881235706,True,True,1,1,1,0,1,1,0,0,1
91dcd99ecd,47,0,20,16.0,18.438678072657613,0.23406035370801961,False,True,0,0,1,0,0,1,1,0,0
4bec8bf523,37,2,4,15.0,68.53526650767994,0.11846117119721747,False,True,0,0,0,1,1,0,1,1,0
